subject	session	run	file	event_rows	trials	valid_choices	misses	zero_investments	choice_computer	choice_friend	choice_stranger	outcome_computer_defect	outcome_computer_recip	outcome_friend_defect	outcome_friend_recip	outcome_stranger_defect	outcome_stranger_recip	missing_expected
11126	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11126/ses-01/func/sub-11126_ses-01_task-trust_run-1_events.tsv	70	42	38	4	10	14	13	11	4	4	7	5	4	4	
11126	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11126/ses-01/func/sub-11126_ses-01_task-trust_run-2_events.tsv	67	42	31	11	6	11	9	11	4	3	4	4	4	6	
11128	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11128/ses-01/func/sub-11128_ses-01_task-trust_run-1_events.tsv	81	42	40	2	1	13	14	13	7	6	6	7	7	6	
11128	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11128/ses-01/func/sub-11128_ses-01_task-trust_run-2_events.tsv	82	42	40	2	0	12	14	14	6	6	7	7	7	7	
11134	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11134/ses-01/func/sub-11134_ses-01_task-trust_run-1_events.tsv	74	42	41	1	9	14	14	13	5	6	5	5	6	5	
11134	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11134/ses-01/func/sub-11134_ses-01_task-trust_run-2_events.tsv	73	42	42	0	11	14	14	14	5	6	5	6	5	4	
11139	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11139/ses-01/func/sub-11139_ses-01_task-trust_run-1_events.tsv	73	42	42	0	11	14	14	14	4	4	7	6	4	6	
11139	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11139/ses-01/func/sub-11139_ses-01_task-trust_run-2_events.tsv	69	42	38	4	11	12	13	13	3	4	6	6	4	4	
11164	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11164/ses-01/func/sub-11164_ses-01_task-trust_run-1_events.tsv	73	42	38	4	7	14	13	11	5	5	6	6	6	3	
11167	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11167/ses-01/func/sub-11167_ses-01_task-trust_run-1_events.tsv	81	42	42	0	3	14	14	14	6	7	5	7	7	7	
11167	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11167/ses-01/func/sub-11167_ses-01_task-trust_run-2_events.tsv	82	42	41	1	1	14	14	13	7	7	6	7	6	7	
11168	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11168/ses-01/func/sub-11168_ses-01_task-trust_run-1_events.tsv	76	42	42	0	8	14	14	14	5	4	7	7	6	5	
11168	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11168/ses-01/func/sub-11168_ses-01_task-trust_run-2_events.tsv	81	42	41	1	2	13	14	14	6	6	7	7	7	6	
11171	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11171/ses-01/func/sub-11171_ses-01_task-trust_run-1_events.tsv	76	42	42	0	8	14	14	14	4	4	7	7	6	6	
11171	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11171/ses-01/func/sub-11171_ses-01_task-trust_run-2_events.tsv	75	42	42	0	9	14	14	14	4	4	7	6	6	6	
11177	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11177/ses-01/func/sub-11177_ses-01_task-trust_run-1_events.tsv	75	42	42	0	9	14	14	14	4	4	6	6	7	6	
11177	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11177/ses-01/func/sub-11177_ses-01_task-trust_run-2_events.tsv	74	42	40	2	8	13	14	13	4	4	7	7	4	6	
11192	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11192/ses-01/func/sub-11192_ses-01_task-trust_run-1_events.tsv	78	42	42	0	6	14	14	14	5	4	7	7	6	7	
11192	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11192/ses-01/func/sub-11192_ses-01_task-trust_run-2_events.tsv	80	42	41	1	3	13	14	14	5	7	6	7	7	6	
11193	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11193/ses-01/func/sub-11193_ses-01_task-trust_run-1_events.tsv	79	42	41	1	4	13	14	14	6	7	5	7	6	6	
11193	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11193/ses-01/func/sub-11193_ses-01_task-trust_run-2_events.tsv	77	42	41	1	6	14	14	13	4	5	7	7	6	6	
11203	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11203/ses-01/func/sub-11203_ses-01_task-trust_run-1_events.tsv	72	42	39	3	9	14	13	12	5	7	6	4	4	4	
11203	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11203/ses-01/func/sub-11203_ses-01_task-trust_run-2_events.tsv	74	42	42	0	10	14	14	14	6	6	6	5	4	5	
11209	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11209/ses-01/func/sub-11209_ses-01_task-trust_run-1_events.tsv	76	42	37	5	3	12	13	12	6	5	7	6	5	5	
11209	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11209/ses-01/func/sub-11209_ses-01_task-trust_run-2_events.tsv	72	42	40	2	10	14	14	12	4	5	7	6	4	4	
11227	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11227/ses-01/func/sub-11227_ses-01_task-trust_run-1_events.tsv	72	42	42	0	12	14	14	14	4	4	7	6	5	4	
11227	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11227/ses-01/func/sub-11227_ses-01_task-trust_run-2_events.tsv	70	42	42	0	14	14	14	14	4	4	5	6	5	4	
11238	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11238/ses-01/func/sub-11238_ses-01_task-trust_run-1_events.tsv	80	42	42	0	4	14	14	14	6	6	7	7	7	5	
11238	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11238/ses-01/func/sub-11238_ses-01_task-trust_run-2_events.tsv	78	42	40	2	4	13	14	13	7	6	7	6	5	5	
11246	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11246/ses-01/func/sub-11246_ses-01_task-trust_run-1_events.tsv	80	42	42	0	4	14	14	14	6	4	7	7	7	7	
11246	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11246/ses-01/func/sub-11246_ses-01_task-trust_run-2_events.tsv	72	42	42	0	12	14	14	14	4	4	7	7	4	4	
11276	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11276/ses-01/func/sub-11276_ses-01_task-trust_run-1_events.tsv	77	42	41	1	6	14	13	14	7	6	5	5	6	6	
11276	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11276/ses-01/func/sub-11276_ses-01_task-trust_run-2_events.tsv	71	42	40	2	11	13	14	13	6	4	5	4	4	6	
11286	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11286/ses-01/func/sub-11286_ses-01_task-trust_run-1_events.tsv	71	42	41	1	12	14	14	13	4	5	6	6	4	4	
11301	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11301/ses-01/func/sub-11301_ses-01_task-trust_run-1_events.tsv	76	42	40	2	6	13	14	13	4	7	7	6	4	6	
11301	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11301/ses-01/func/sub-11301_ses-01_task-trust_run-2_events.tsv	80	42	41	1	3	13	14	14	5	6	7	7	6	7	
11311	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11311/ses-01/func/sub-11311_ses-01_task-trust_run-1_events.tsv	81	42	42	0	3	14	14	14	5	6	7	7	7	7	
11311	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11311/ses-01/func/sub-11311_ses-01_task-trust_run-2_events.tsv	82	42	42	0	2	14	14	14	7	6	7	7	6	7	
11312	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11312/ses-01/func/sub-11312_ses-01_task-trust_run-1_events.tsv	78	42	42	0	6	14	14	14	5	6	6	7	6	6	
11312	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11312/ses-01/func/sub-11312_ses-01_task-trust_run-2_events.tsv	68	42	42	0	16	14	14	14	5	4	5	4	4	4	
11316	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11316/ses-01/func/sub-11316_ses-01_task-trust_run-1_events.tsv	80	42	42	0	4	14	14	14	6	5	7	7	6	7	
11316	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11316/ses-01/func/sub-11316_ses-01_task-trust_run-2_events.tsv	83	42	42	0	1	14	14	14	7	7	6	7	7	7	
11318	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11318/ses-01/func/sub-11318_ses-01_task-trust_run-1_events.tsv	78	42	41	1	5	13	14	14	6	5	6	6	6	7	
11318	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11318/ses-01/func/sub-11318_ses-01_task-trust_run-2_events.tsv	77	42	42	0	7	14	14	14	5	6	6	6	5	7	
11321	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11321/ses-01/func/sub-11321_ses-01_task-trust_run-1_events.tsv	83	42	42	0	1	14	14	14	7	7	6	7	7	7	
11321	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11321/ses-01/func/sub-11321_ses-01_task-trust_run-2_events.tsv	84	42	42	0	0	14	14	14	7	7	7	7	7	7	
11325	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11325/ses-01/func/sub-11325_ses-01_task-trust_run-1_events.tsv	76	42	42	0	8	14	14	14	4	4	7	7	7	5	
11325	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11325/ses-01/func/sub-11325_ses-01_task-trust_run-2_events.tsv	76	42	41	1	7	14	14	13	4	4	7	7	6	6	
11326	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11326/ses-01/func/sub-11326_ses-01_task-trust_run-1_events.tsv	76	42	42	0	8	14	14	14	6	5	6	7	5	5	
11326	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11326/ses-01/func/sub-11326_ses-01_task-trust_run-2_events.tsv	71	42	38	4	9	13	13	12	6	6	4	5	4	4	
11329	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11329/ses-01/func/sub-11329_ses-01_task-trust_run-1_events.tsv	79	42	42	0	5	14	14	14	4	5	7	7	7	7	
11329	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11329/ses-01/func/sub-11329_ses-01_task-trust_run-2_events.tsv	78	42	42	0	6	14	14	14	4	4	7	7	7	7	
11330	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11330/ses-01/func/sub-11330_ses-01_task-trust_run-1_events.tsv	84	42	42	0	0	14	14	14	7	7	7	7	7	7	
11330	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11330/ses-01/func/sub-11330_ses-01_task-trust_run-2_events.tsv	84	42	42	0	0	14	14	14	7	7	7	7	7	7	
11337	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11337/ses-01/func/sub-11337_ses-01_task-trust_run-1_events.tsv	77	42	41	1	6	14	13	14	7	6	6	5	5	6	
11337	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11337/ses-01/func/sub-11337_ses-01_task-trust_run-2_events.tsv	77	42	42	0	7	14	14	14	5	4	7	7	5	7	
11338	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11338/ses-01/func/sub-11338_ses-01_task-trust_run-1_events.tsv	71	42	39	3	10	13	12	14	5	4	5	4	5	6	
11338	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11338/ses-01/func/sub-11338_ses-01_task-trust_run-2_events.tsv	78	42	40	2	4	14	14	12	6	7	6	6	5	6	
11340	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11340/ses-01/func/sub-11340_ses-01_task-trust_run-1_events.tsv	74	42	42	0	10	14	14	14	5	5	5	7	6	4	
11340	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11340/ses-01/func/sub-11340_ses-01_task-trust_run-2_events.tsv	75	42	42	0	9	14	14	14	5	5	7	6	5	5	
11345	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11345/ses-01/func/sub-11345_ses-01_task-trust_run-1_events.tsv	81	42	42	0	3	14	14	14	6	5	7	7	7	7	
11345	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11345/ses-01/func/sub-11345_ses-01_task-trust_run-2_events.tsv	80	42	42	0	4	14	14	14	5	6	7	7	6	7	
11348	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11348/ses-01/func/sub-11348_ses-01_task-trust_run-1_events.tsv	81	42	42	0	3	14	14	14	6	6	7	7	7	6	
11348	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11348/ses-01/func/sub-11348_ses-01_task-trust_run-2_events.tsv	84	42	42	0	0	14	14	14	7	7	7	7	7	7	
11358	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11358/ses-01/func/sub-11358_ses-01_task-trust_run-1_events.tsv	82	42	42	0	2	14	14	14	6	7	7	6	7	7	
11358	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11358/ses-01/func/sub-11358_ses-01_task-trust_run-2_events.tsv	84	42	42	0	0	14	14	14	7	7	7	7	7	7	
11364	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11364/ses-01/func/sub-11364_ses-01_task-trust_run-1_events.tsv	66	42	40	2	16	13	14	13	4	4	4	4	5	3	
11364	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11364/ses-01/func/sub-11364_ses-01_task-trust_run-2_events.tsv	65	42	38	4	15	12	13	13	5	4	3	4	4	3	
11367	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11367/ses-01/func/sub-11367_ses-01_task-trust_run-1_events.tsv	79	42	41	1	4	13	14	14	6	5	7	7	5	7	
11367	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11367/ses-01/func/sub-11367_ses-01_task-trust_run-2_events.tsv	76	42	42	0	8	14	14	14	4	4	7	7	6	6	
11374	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11374/ses-01/func/sub-11374_ses-01_task-trust_run-1_events.tsv	70	42	36	6	8	13	12	11	4	5	6	5	4	4	
11374	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11374/ses-01/func/sub-11374_ses-01_task-trust_run-2_events.tsv	74	42	38	4	6	12	13	13	7	3	5	6	5	6	
11376	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11376/ses-01/func/sub-11376_ses-01_task-trust_run-1_events.tsv	79	42	41	1	4	13	14	14	5	5	7	7	6	7	
11376	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11376/ses-01/func/sub-11376_ses-01_task-trust_run-2_events.tsv	79	42	42	0	5	14	14	14	4	5	7	7	7	7	
11377	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11377/ses-01/func/sub-11377_ses-01_task-trust_run-1_events.tsv	83	42	42	0	1	14	14	14	7	6	7	7	7	7	
11377	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11377/ses-01/func/sub-11377_ses-01_task-trust_run-2_events.tsv	84	42	42	0	0	14	14	14	7	7	7	7	7	7	
11387	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11387/ses-01/func/sub-11387_ses-01_task-trust_run-1_events.tsv	75	42	42	0	9	14	14	14	4	4	7	7	6	5	
11387	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11387/ses-01/func/sub-11387_ses-01_task-trust_run-2_events.tsv	78	42	42	0	6	14	14	14	4	4	7	7	7	7	
11396	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11396/ses-01/func/sub-11396_ses-01_task-trust_run-1_events.tsv	74	42	40	2	8	13	13	14	5	5	6	7	5	4	
11396	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11396/ses-01/func/sub-11396_ses-01_task-trust_run-2_events.tsv	74	42	42	0	10	14	14	14	4	5	7	6	5	5	
11410	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11410/ses-01/func/sub-11410_ses-01_task-trust_run-1_events.tsv	70	42	41	1	13	14	14	13	4	5	5	5	5	4	
11410	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11410/ses-01/func/sub-11410_ses-01_task-trust_run-2_events.tsv	70	42	40	2	12	14	14	12	5	4	4	7	4	4	
11416	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11416/ses-01/func/sub-11416_ses-01_task-trust_run-1_events.tsv	70	42	41	1	13	14	14	13	5	6	4	5	4	4	
11426	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11426/ses-01/func/sub-11426_ses-01_task-trust_run-1_events.tsv	78	42	42	0	6	14	14	14	4	4	7	7	7	7	
11430	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11430/ses-01/func/sub-11430_ses-01_task-trust_run-1_events.tsv	76	42	42	0	8	14	14	14	6	6	6	5	6	5	
11430	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11430/ses-01/func/sub-11430_ses-01_task-trust_run-2_events.tsv	77	42	42	0	7	14	14	14	6	7	6	6	5	5	
11433	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11433/ses-01/func/sub-11433_ses-01_task-trust_run-1_events.tsv	75	42	42	0	9	14	14	14	4	4	7	7	6	5	
11433	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11433/ses-01/func/sub-11433_ses-01_task-trust_run-2_events.tsv	74	42	42	0	10	14	14	14	4	4	7	6	6	5	
11435	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11435/ses-01/func/sub-11435_ses-01_task-trust_run-1_events.tsv	78	42	42	0	6	14	14	14	7	5	7	7	5	5	
11435	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11435/ses-01/func/sub-11435_ses-01_task-trust_run-2_events.tsv	80	42	41	1	3	13	14	14	6	6	7	7	6	6	
11439	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11439/ses-01/func/sub-11439_ses-01_task-trust_run-1_events.tsv	74	42	42	0	10	14	14	14	5	6	7	6	4	4	
11439	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11439/ses-01/func/sub-11439_ses-01_task-trust_run-2_events.tsv	72	42	41	1	11	14	13	14	4	5	5	6	5	5	
11440	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11440/ses-01/func/sub-11440_ses-01_task-trust_run-1_events.tsv	74	42	42	0	10	14	14	14	5	5	4	6	6	6	
11440	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11440/ses-01/func/sub-11440_ses-01_task-trust_run-2_events.tsv	82	42	42	0	2	14	14	14	7	6	7	7	7	6	
11443	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11443/ses-01/func/sub-11443_ses-01_task-trust_run-1_events.tsv	72	42	41	1	11	14	13	14	5	4	4	7	4	6	
11443	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11443/ses-01/func/sub-11443_ses-01_task-trust_run-2_events.tsv	67	42	42	0	17	14	14	14	4	4	5	4	4	4	
11451	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11451/ses-01/func/sub-11451_ses-01_task-trust_run-1_events.tsv	75	42	41	1	8	13	14	14	4	5	7	7	5	5	
11451	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11451/ses-01/func/sub-11451_ses-01_task-trust_run-2_events.tsv	77	42	41	1	6	13	14	14	5	6	7	6	5	6	
11461	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11461/ses-01/func/sub-11461_ses-01_task-trust_run-1_events.tsv	72	42	40	2	10	13	14	13	4	6	4	6	4	6	
11461	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11461/ses-01/func/sub-11461_ses-01_task-trust_run-2_events.tsv	76	42	41	1	7	14	13	14	6	6	6	5	5	6	
11462	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11462/ses-01/func/sub-11462_ses-01_task-trust_run-1_events.tsv	74	42	40	2	8	13	14	13	5	5	5	6	6	5	
11472	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11472/ses-01/func/sub-11472_ses-01_task-trust_run-1_events.tsv	78	42	42	0	6	14	14	14	6	7	6	6	6	5	
11472	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11472/ses-01/func/sub-11472_ses-01_task-trust_run-2_events.tsv	79	42	42	0	5	14	14	14	5	7	6	6	6	7	
11492	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11492/ses-01/func/sub-11492_ses-01_task-trust_run-1_events.tsv	83	42	42	0	1	14	14	14	7	6	7	7	7	7	
11492	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11492/ses-01/func/sub-11492_ses-01_task-trust_run-2_events.tsv	82	42	40	2	0	12	14	14	6	6	7	7	7	7	
11493	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11493/ses-01/func/sub-11493_ses-01_task-trust_run-1_events.tsv	78	42	40	2	4	14	13	13	6	4	6	7	6	7	
11493	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11493/ses-01/func/sub-11493_ses-01_task-trust_run-2_events.tsv	82	42	42	0	2	14	14	14	6	6	7	7	7	7	
11498	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11498/ses-01/func/sub-11498_ses-01_task-trust_run-1_events.tsv	80	42	42	0	4	14	14	14	6	7	7	7	5	6	
11517	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11517/ses-01/func/sub-11517_ses-01_task-trust_run-1_events.tsv	73	42	41	1	10	14	13	14	4	5	6	7	4	5	
11517	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11517/ses-01/func/sub-11517_ses-01_task-trust_run-2_events.tsv	76	42	41	1	7	14	14	13	5	4	7	6	6	6	
11518	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11518/ses-01/func/sub-11518_ses-01_task-trust_run-1_events.tsv	77	42	40	2	5	14	14	12	5	4	7	7	6	6	
11518	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11518/ses-01/func/sub-11518_ses-01_task-trust_run-2_events.tsv	70	42	38	4	10	11	13	14	3	2	6	7	5	5	
11523	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11523/ses-01/func/sub-11523_ses-01_task-trust_run-1_events.tsv	76	42	42	0	8	14	14	14	7	6	6	4	5	6	
11523	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11523/ses-01/func/sub-11523_ses-01_task-trust_run-2_events.tsv	65	42	32	10	9	7	11	14	2	2	4	5	5	5	
11526	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11526/ses-01/func/sub-11526_ses-01_task-trust_run-1_events.tsv	75	42	42	0	9	14	14	14	4	4	7	7	5	6	
11526	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11526/ses-01/func/sub-11526_ses-01_task-trust_run-2_events.tsv	76	42	42	0	8	14	14	14	5	5	7	7	6	4	
11527	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11527/ses-01/func/sub-11527_ses-01_task-trust_run-1_events.tsv	72	42	41	1	11	14	13	14	7	5	4	4	5	5	
11527	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11527/ses-01/func/sub-11527_ses-01_task-trust_run-2_events.tsv	73	42	42	0	11	14	14	14	5	7	5	4	4	6	
11529	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11529/ses-01/func/sub-11529_ses-01_task-trust_run-1_events.tsv	76	42	42	0	8	14	14	14	4	4	7	7	6	6	
11530	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11530/ses-01/func/sub-11530_ses-01_task-trust_run-1_events.tsv	80	42	41	1	3	14	14	13	6	6	7	7	6	6	
11530	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11530/ses-01/func/sub-11530_ses-01_task-trust_run-2_events.tsv	81	42	42	0	3	14	14	14	6	6	7	7	7	6	
11532	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11532/ses-01/func/sub-11532_ses-01_task-trust_run-1_events.tsv	84	42	42	0	0	14	14	14	7	7	7	7	7	7	
11532	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11532/ses-01/func/sub-11532_ses-01_task-trust_run-2_events.tsv	83	42	42	0	1	14	14	14	7	7	7	7	6	7	
11533	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11533/ses-01/func/sub-11533_ses-01_task-trust_run-1_events.tsv	72	42	42	0	12	14	14	14	5	4	6	6	4	5	
11533	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11533/ses-01/func/sub-11533_ses-01_task-trust_run-2_events.tsv	67	42	42	0	17	14	14	14	4	4	5	4	4	4	
11534	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11534/ses-01/func/sub-11534_ses-01_task-trust_run-1_events.tsv	80	42	42	0	4	14	14	14	6	5	7	7	7	6	
11534	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11534/ses-01/func/sub-11534_ses-01_task-trust_run-2_events.tsv	80	42	42	0	4	14	14	14	6	6	7	7	6	6	
11535	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11535/ses-01/func/sub-11535_ses-01_task-trust_run-1_events.tsv	74	42	42	0	10	14	14	14	4	6	6	7	5	4	
11535	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11535/ses-01/func/sub-11535_ses-01_task-trust_run-2_events.tsv	67	42	37	5	12	12	12	13	3	4	5	6	4	3	
11536	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11536/ses-01/func/sub-11536_ses-01_task-trust_run-1_events.tsv	73	42	40	2	9	13	13	14	4	4	6	5	7	5	
11536	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11536/ses-01/func/sub-11536_ses-01_task-trust_run-2_events.tsv	71	42	41	1	12	13	14	14	5	4	5	6	5	4	
11539	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11539/ses-01/func/sub-11539_ses-01_task-trust_run-1_events.tsv	80	42	42	0	4	14	14	14	6	7	7	7	6	5	
11539	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11539/ses-01/func/sub-11539_ses-01_task-trust_run-2_events.tsv	76	42	39	3	5	14	11	14	6	6	4	5	7	6	
11540	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11540/ses-01/func/sub-11540_ses-01_task-trust_run-1_events.tsv	84	42	42	0	0	14	14	14	7	7	7	7	7	7	
11540	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11540/ses-01/func/sub-11540_ses-01_task-trust_run-2_events.tsv	84	42	42	0	0	14	14	14	7	7	7	7	7	7	
11542	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11542/ses-01/func/sub-11542_ses-01_task-trust_run-1_events.tsv	78	42	42	0	6	14	14	14	5	7	6	7	5	6	
