sub	mean	max
sub-10657_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	6.047777	75.536041
sub-10657_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	4.878477	76.988922
sub-10657_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	20.286762	123.419884
sub-10661_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	11.828113	80.202774
sub-10661_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	9.268173	90.416977
sub-10661_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	7.242494	82.13723
sub-10661_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.744823	79.431442
sub-10661_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	26.718488	134.733978
sub-10661_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	11.423677	80.971741
sub-10661_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	8.947288	80.006317
sub-10661_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	6.982816	76.403221
sub-10661_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	5.533091	72.341049
sub-10661_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	24.721953	122.058838
sub-10663_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	13.109134	90.297501
sub-10663_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	10.896965	76.965546
sub-10663_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	8.748759	75.592865
sub-10663_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	6.928786	77.047729
sub-10663_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	30.149605	130.773697
sub-10663_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	12.483728	89.032623
sub-10663_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	10.334771	75.824036
sub-10663_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	8.228414	74.02861
sub-10663_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	6.509136	70.582726
sub-10663_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	28.804042	143.408951
sub-10668_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	13.351228	116.419128
sub-10668_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	9.775105	98.217422
sub-10668_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	7.346717	90.671631
sub-10668_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.679102	74.334122
sub-10668_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	29.716066	146.069
sub-10668_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	15.938809	134.362366
sub-10668_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	11.982231	107.673805
sub-10668_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	9.23028	99.045219
sub-10668_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	7.12942	102.588402
sub-10668_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	39.705509	171.23703
sub-10673_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	12.020895	80.536224
sub-10673_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	10.077057	79.922417
sub-10673_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	8.179901	73.894943
sub-10673_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	6.576307	75.029579
sub-10673_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	26.982756	121.596252
sub-10673_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	11.764936	83.158043
sub-10673_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	9.829932	77.601891
sub-10673_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	7.955696	73.035637
sub-10673_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	6.400797	67.987068
sub-10673_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	26.726645	133.786072
sub-10674_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	14.103102	86.812096
sub-10674_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	11.189284	80.973946
sub-10674_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	9.112408	83.318604
sub-10674_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	7.338351	78.234665
sub-10674_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	27.306387	164.758545
sub-10674_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	11.472309	90.84269
sub-10674_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	8.581605	75.05616
sub-10674_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	6.697101	71.99437
sub-10674_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	5.339282	74.397621
sub-10674_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	24.834372	144.507141
sub-10677_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	10.038976	82.983208
sub-10677_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	7.912582	74.772102
sub-10677_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	6.209412	66.131905
sub-10677_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	4.953005	68.046074
sub-10677_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	25.360298	115.123703
sub-10677_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	10.456945	77.621933
sub-10677_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	8.23516	74.364548
sub-10677_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	6.449908	73.530945
sub-10677_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	5.138755	70.102646
sub-10677_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	25.911356	111.065582
sub-10685_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	20.054175	139.297913
sub-10685_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	15.570934	112.690971
sub-10685_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	12.449037	104.520798
sub-10685_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	9.829844	115.490242
sub-10685_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	45.49788	182.138077
sub-10685_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	20.51541	144.712433
sub-10685_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	16.235973	113.365265
sub-10685_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	13.054867	109.712494
sub-10685_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	10.335767	101.785164
sub-10685_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	47.274282	178.739853
sub-10690_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	16.763363	141.584366
sub-10690_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	13.431443	106.574081
sub-10690_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	10.649324	102.731606
sub-10690_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	8.373052	86.032578
sub-10690_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	40.527146	188.217438
sub-10691_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	13.405015	88.965736
sub-10691_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	10.959558	77.128609
sub-10691_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	8.841856	81.00724
sub-10691_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	7.076769	74.025414
sub-10691_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	28.892769	126.921761
sub-10691_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	12.382881	99.306313
sub-10691_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	9.798575	85.129982
sub-10691_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	7.759375	85.878067
sub-10691_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	6.194514	75.946327
sub-10691_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	27.6191	127.368622
sub-10700_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	11.306629	80.781448
sub-10700_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	8.777413	76.024254
sub-10700_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	6.865541	77.018097
sub-10700_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.423401	72.118584
sub-10700_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	25.730521	122.714081
sub-10700_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	11.137939	72.430229
sub-10700_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	8.651133	72.158363
sub-10700_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	6.76148	74.491859
sub-10700_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	5.350975	78.547836
sub-10700_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	24.26846	116.276711
sub-10701_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	12.411092	74.078308
sub-10701_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	9.592971	76.359093
sub-10701_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	7.621987	74.743629
sub-10701_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	6.067701	75.411156
sub-10701_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	27.192278	135.897171
sub-10701_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	12.795055	76.405495
sub-10701_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	9.96828	71.840004
sub-10701_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	7.971629	71.895119
sub-10701_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	6.352386	71.701599
sub-10701_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	26.52887	124.741714
sub-10713_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	13.54826	131.87326
sub-10713_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	9.823139	108.368515
sub-10713_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	7.463309	97.442818
sub-10713_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.839829	100.522018
sub-10713_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	33.349153	208.021027
sub-10713_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	14.08377	126.746902
sub-10713_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	10.460878	108.654953
sub-10713_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	8.086647	102.433662
sub-10713_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	6.402284	97.877197
sub-10713_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	35.210618	173.801468
sub-10716_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	18.253731	126.092506
sub-10716_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	14.138308	111.08036
sub-10716_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	11.175775	101.273987
sub-10716_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	8.828059	101.014137
sub-10716_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	39.249008	185.570068
sub-10716_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	20.017491	139.256332
sub-10716_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	15.932174	113.044693
sub-10716_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	12.849126	104.84745
sub-10716_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	10.268523	104.760223
sub-10716_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	44.16667	184.446838
sub-10718_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	13.949665	134.849426
sub-10718_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	10.049124	103.94912
sub-10718_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	7.667439	89.31469
sub-10718_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.990563	72.284416
sub-10718_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	35.412009	163.427994
sub-10718_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	13.811291	125.158249
sub-10718_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	10.011154	101.241386
sub-10718_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	7.642775	81.527824
sub-10718_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	5.989254	76.327484
sub-10718_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	31.629485	162.893692
sub-10720_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	17.788862	138.555984
sub-10720_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	13.707998	112.609657
sub-10720_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	10.858231	93.426971
sub-10720_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	8.615566	95.08107
sub-10720_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	45.923769	200.533508
sub-10720_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	18.126645	131.930664
sub-10720_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	14.062646	118.931137
sub-10720_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	11.188964	92.530869
sub-10720_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	8.930754	85.586472
sub-10720_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	47.638289	221.58223
sub-10723_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	11.784475	82.725395
sub-10723_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	9.016594	83.239105
sub-10723_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	7.095875	84.496468
sub-10723_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.697296	83.868996
sub-10723_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	25.934128	138.879593
sub-10723_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	12.595514	81.206963
sub-10723_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	9.825592	86.846481
sub-10723_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	7.805972	81.112465
sub-10723_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	6.2608	83.301056
sub-10723_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	26.201026	139.10495
sub-10741_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	9.984894	62.947945
sub-10741_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	7.664138	55.558632
sub-10741_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	5.989295	61.487267
sub-10741_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	4.745326	59.420574
sub-10741_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	22.905039	85.252678
sub-10741_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	7.920025	51.873196
sub-10741_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	5.954329	43.976284
sub-10741_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	4.68349	40.475132
sub-10741_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	3.812248	36.790287
sub-10741_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	18.365414	74.91571
sub-10748_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	16.258818	119.317207
sub-10748_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	12.077716	101.778427
sub-10748_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	9.392924	100.408714
sub-10748_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	7.364663	92.221832
sub-10748_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	41.781918	152.297043
sub-10748_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	17.726469	113.326935
sub-10748_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	13.594932	107.452782
sub-10748_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	10.837229	88.628563
sub-10748_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	8.648095	96.158775
sub-10748_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	43.226476	179.082596
sub-10767_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	15.458359	142.268997
sub-10767_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	11.110712	101.099007
sub-10767_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	8.331005	89.935677
sub-10767_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	6.387347	89.216576
sub-10767_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	33.575325	167.492996
sub-10767_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	15.514133	130.830612
sub-10767_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	11.25129	106.19249
sub-10767_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	8.470344	99.35849
sub-10767_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	6.492921	99.738251
sub-10767_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	37.145365	165.860428
sub-10770_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	14.336898	119.788811
sub-10770_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	10.715996	93.175911
sub-10770_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	8.19807	78.687195
sub-10770_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	6.375597	88.736115
sub-10770_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	33.067133	152.898544
sub-10770_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	14.110391	112.076637
sub-10770_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	10.511902	90.474152
sub-10770_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	8.007438	79.011978
sub-10770_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	6.205962	76.203285
sub-10770_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	31.729801	140.415009
sub-10777_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	19.13795	163.2061
sub-10777_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	15.457898	120.336319
sub-10777_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	12.281443	108.515457
sub-10777_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	9.599857	104.932709
sub-10777_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	42.41956	238.936691
sub-10781_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	19.37957	165.662796
sub-10781_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	14.724581	131.556946
sub-10781_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	11.443634	105.959534
sub-10781_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	8.909274	106.347839
sub-10781_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	41.466693	197.69902
sub-10781_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	18.871457	161.422516
sub-10781_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	14.21549	124.510147
sub-10781_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	10.985106	106.962166
sub-10781_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	8.514406	106.510612
sub-10781_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	41.071946	187.633774
sub-10783_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	16.831909	119.221542
sub-10783_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	13.841148	97.265213
sub-10783_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	11.20631	96.49482
sub-10783_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	8.999872	95.879776
sub-10783_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	38.69825	163.84935
sub-10783_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	16.808528	122.238365
sub-10783_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	13.741156	105.15612
sub-10783_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	11.12671	101.009727
sub-10783_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	8.933364	99.061279
sub-10783_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	37.662749	173.507904
sub-10785_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	14.209705	144.073181
sub-10785_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	10.728887	113.488396
sub-10785_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	8.206184	89.18634
sub-10785_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	6.373533	87.893997
sub-10785_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	35.551866	200.768448
sub-10785_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	13.751773	143.798874
sub-10785_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	10.062206	109.201813
sub-10785_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	7.618872	112.719414
sub-10785_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	5.901836	92.085876
sub-10785_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	38.046994	198.663544
sub-10794_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	20.005376	158.882187
sub-10794_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	14.525826	111.677559
sub-10794_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	11.610882	102.929008
sub-10794_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	9.114275	95.22773
sub-10794_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	45.595401	184.916016
sub-10794_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	17.855496	145.208588
sub-10794_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	12.770562	111.723717
sub-10794_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	9.904751	114.255989
sub-10794_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	7.667524	88.106331
sub-10794_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	40.888933	177.15274
sub-10800_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	16.885891	118.368126
sub-10800_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	13.498833	105.731285
sub-10800_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	10.530504	94.052361
sub-10800_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	8.317557	94.212257
sub-10800_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	43.505516	177.597122
sub-10800_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	12.693428	101.064468
sub-10800_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	9.40647	85.484009
sub-10800_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	7.078381	66.894463
sub-10800_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	5.541777	59.507793
sub-10800_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	29.106854	131.86882
sub-10801_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	13.403321	140.029343
sub-10801_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	9.636015	111.913231
sub-10801_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	7.283079	93.828461
sub-10801_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.687328	93.905563
sub-10801_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	40.770706	191.002365
sub-10801_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	13.251369	133.553665
sub-10801_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	9.613419	101.265396
sub-10801_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	7.327068	84.067307
sub-10801_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	5.734949	88.789154
sub-10801_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	34.381109	172.658997
sub-10802_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	16.172123	138.073181
sub-10802_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	12.303125	111.510048
sub-10802_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	9.636057	113.119064
sub-10802_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	7.577596	93.9076
sub-10802_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	38.323618	197.766983
sub-10802_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	14.637191	139.232559
sub-10802_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	10.739221	99.944298
sub-10802_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	8.26089	97.874641
sub-10802_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	6.469075	89.967804
sub-10802_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	34.077956	164.884827
sub-10803_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	18.866143	135.924683
sub-10803_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	15.111303	104.142899
sub-10803_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	11.984705	95.300232
sub-10803_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	9.450979	82.471802
sub-10803_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	46.666641	180.480377
sub-10804_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	19.842513	138.085968
sub-10804_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	15.49438	101.980179
sub-10804_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	12.363568	96.433418
sub-10804_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	9.890255	87.978493
sub-10804_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	45.812964	161.68454
sub-10804_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	18.896103	127.199509
sub-10804_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	14.636226	98.610817
sub-10804_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	11.602641	91.628822
sub-10804_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	9.212697	83.987885
sub-10804_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	42.397901	164.267197
sub-10806_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	16.737617	125.338921
sub-10806_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	11.74992	102.492409
sub-10806_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	8.767624	98.394348
sub-10806_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	6.783251	96.269875
