sub	mean	max
sub-10418_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	12.62842	88.967705
sub-10418_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	10.475866	90.12252
sub-10418_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	8.654261	89.694618
sub-10418_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	7.180569	87.784424
sub-10418_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	29.263319	153.903305
sub-10462_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	13.806697	88.228882
sub-10462_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	10.86761	91.136887
sub-10462_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	8.539967	91.25946
sub-10462_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	6.755697	92.533203
sub-10462_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	26.345762	153.041061
sub-10478_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	13.475276	104.796349
sub-10478_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	10.455564	102.939201
sub-10478_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	8.256904	82.969002
sub-10478_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	6.558049	82.242294
sub-10478_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	29.480118	149.149185
sub-10478_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	11.223882	92.863121
sub-10478_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	8.343101	84.990089
sub-10478_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	6.481385	83.500008
sub-10478_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	5.177253	78.574364
sub-10478_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	28.028977	152.828171
sub-10486_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	9.32525	86.971886
sub-10486_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	6.963291	78.110641
sub-10486_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	5.381527	77.072609
sub-10486_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	4.298011	75.636559
sub-10486_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	24.764349	124.133575
sub-10486_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	9.919251	83.294464
sub-10486_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	7.474696	77.405205
sub-10486_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	5.78093	76.641701
sub-10486_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	4.572424	75.587357
sub-10486_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	26.604097	144.298111
sub-10529_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	10.268241	94.62944
sub-10529_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	7.919542	78.923042
sub-10529_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	6.235291	81.394241
sub-10529_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.008898	69.391762
sub-10529_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	26.236024	127.827148
sub-10529_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	10.046785	82.832741
sub-10529_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	7.543108	78.117691
sub-10529_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	5.897738	73.222389
sub-10529_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	4.733994	70.24675
sub-10529_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	26.06625	122.491463
sub-10541_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	11.37002	78.248825
sub-10541_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	9.015337	72.862679
sub-10541_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	7.227746	83.265923
sub-10541_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.843715	81.565132
sub-10541_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	22.901898	126.264809
sub-10541_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	11.442413	69.419289
sub-10541_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	9.098213	74.588554
sub-10541_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	7.262694	75.2239
sub-10541_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	5.857505	73.139252
sub-10541_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	22.530842	128.328842
sub-10559_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	10.073207	69.155251
sub-10559_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	7.458202	53.900452
sub-10559_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	5.945384	56.445286
sub-10559_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	4.765231	50.462265
sub-10559_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	21.63147	91.581779
sub-10559_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	8.391199	65.152939
sub-10559_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	6.026872	48.701675
sub-10559_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	4.709522	52.885147
sub-10559_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	3.832434	47.127209
sub-10559_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	18.645756	81.058266
sub-10572_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	9.726854	89.791801
sub-10572_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	7.950723	78.964195
sub-10572_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	6.459068	77.432747
sub-10572_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.286374	76.390472
sub-10572_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	23.774447	127.13974
sub-10572_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	8.115054	75.551788
sub-10572_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	6.277468	74.74382
sub-10572_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	4.989151	74.970642
sub-10572_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	4.114053	71.502571
sub-10572_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	21.617709	124.530632
sub-10581_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	8.739329	71.400452
sub-10581_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	6.550554	74.41095
sub-10581_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	5.126032	71.07032
sub-10581_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	4.17452	64.852425
sub-10581_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	20.755007	105.800262
sub-10581_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	10.136541	89.870514
sub-10581_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	7.896373	81.809464
sub-10581_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	6.291066	75.783539
sub-10581_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	5.106609	71.221779
sub-10581_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	23.32907	122.24028
sub-10584_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	10.920751	80.64106
sub-10584_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	8.261769	71.662392
sub-10584_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	6.47839	74.347137
sub-10584_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.210999	71.831802
sub-10584_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	24.131049	113.264084
sub-10584_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	12.716761	75.484039
sub-10584_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	9.938019	72.446198
sub-10584_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	7.843601	72.103142
sub-10584_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	6.265623	68.92939
sub-10584_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	25.171421	126.956757
sub-10585_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	10.368902	92.626892
sub-10585_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	8.114267	69.580009
sub-10585_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	6.372167	70.925964
sub-10585_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.127373	70.77964
sub-10585_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	23.463905	125.190514
sub-10585_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	9.863816	78.610764
sub-10585_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	7.661449	76.108238
sub-10585_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	6.045655	75.402397
sub-10585_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	4.913446	77.569893
sub-10585_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	25.104958	122.084435
sub-10589_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	10.599755	84.348244
sub-10589_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	7.801005	76.56205
sub-10589_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	6.01756	73.606987
sub-10589_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	4.802796	79.071114
sub-10589_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	26.355606	145.694931
sub-10589_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	12.626745	87.950737
sub-10589_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	9.902311	77.009789
sub-10589_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	7.944057	75.402817
sub-10589_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	6.374183	75.635361
sub-10589_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	27.375063	146.799973
sub-10590_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	15.290696	107.196762
sub-10590_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	12.601942	115.572731
sub-10590_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	10.142841	101.534271
sub-10590_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	8.133229	99.224846
sub-10590_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	30.429177	168.522995
sub-10590_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	14.568239	105.718567
sub-10590_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	11.859048	105.321312
sub-10590_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	9.443107	104.859688
sub-10590_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	7.527607	93.140396
sub-10590_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	29.731723	153.07692
sub-10596_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	11.648036	82.639153
sub-10596_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	8.99438	61.503315
sub-10596_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	7.020689	68.786674
sub-10596_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.505131	64.987534
sub-10596_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	27.707447	109.915771
sub-10596_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	12.162615	83.532997
sub-10596_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	9.512244	63.444935
sub-10596_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	7.473828	64.664177
sub-10596_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	5.841457	64.157524
sub-10596_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	26.563264	110.711067
sub-10603_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	8.817814	68.331635
sub-10603_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	6.742331	75.730011
sub-10603_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	5.260807	69.477394
sub-10603_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	4.267857	69.56115
sub-10603_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	23.466664	118.398048
sub-10603_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	9.382892	68.640259
sub-10603_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	7.193705	64.282196
sub-10603_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	5.574933	67.333885
sub-10603_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	4.453258	66.475502
sub-10603_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	21.669047	104.066185
sub-10606_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	14.230762	91.315475
sub-10606_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	11.235209	80.164635
sub-10606_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	8.918477	80.610878
sub-10606_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	7.07856	73.047043
sub-10606_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	28.289215	135.560287
sub-10606_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	13.316823	81.050117
sub-10606_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	10.399876	79.522148
sub-10606_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	8.202109	74.280128
sub-10606_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	6.50732	73.456146
sub-10606_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	26.971149	116.883339
sub-10608_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	11.753341	76.385086
sub-10608_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	9.627366	69.250259
sub-10608_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	7.734403	73.409546
sub-10608_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	6.169569	69.257401
sub-10608_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	29.289032	115.775688
sub-10617_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	11.36745	92.673485
sub-10617_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	9.079133	84.351631
sub-10617_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	7.211586	80.199951
sub-10617_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.796174	74.47287
sub-10617_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	27.548764	131.61145
sub-10617_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	11.160581	76.376091
sub-10617_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	8.888229	76.47049
sub-10617_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	7.035587	74.650047
sub-10617_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	5.642444	74.770493
sub-10617_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	25.572854	134.292267
sub-10636_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	11.162175	90.977951
sub-10636_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	8.246188	97.080673
sub-10636_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	6.407217	93.615952
sub-10636_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.129517	73.626175
sub-10636_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	24.625379	137.12265
sub-10636_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	11.665994	84.342239
sub-10636_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	8.621805	76.98439
sub-10636_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	6.706256	78.026299
sub-10636_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	5.358515	72.751381
sub-10636_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	25.761393	117.032761
sub-10638_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	11.431266	80.898987
sub-10638_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	9.085353	80.166779
sub-10638_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	7.328339	77.524979
sub-10638_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.996965	80.793755
sub-10638_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	27.611866	129.88382
sub-10638_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	9.363549	81.543259
sub-10638_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	7.23078	82.202461
sub-10638_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	5.783074	80.231995
sub-10638_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	4.766442	80.158401
sub-10638_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	27.651452	143.199005
sub-10640_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	17.300291	144.640366
sub-10640_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	12.999238	109.244606
sub-10640_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	10.010795	89.814034
sub-10640_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	7.784695	82.548058
sub-10640_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	38.443645	169.517944
sub-10640_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	20.327986	148.53125
sub-10640_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	16.047804	113.293755
sub-10640_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	12.741453	98.434456
sub-10640_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	10.066879	90.691574
sub-10640_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	42.446716	192.897507
sub-10641_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	10.735132	78.47242
sub-10641_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	8.460118	70.446205
sub-10641_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	6.625536	74.384293
sub-10641_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.2363	80.616188
sub-10641_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	26.165373	133.666626
sub-10642_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	12.749801	105.503098
sub-10642_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	9.514155	85.436249
sub-10642_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	7.279847	73.60244
sub-10642_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.664879	74.984764
sub-10642_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	35.303368	147.78212
sub-10642_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	14.341487	105.158203
sub-10642_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	10.785411	88.456947
sub-10642_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	8.360289	94.635513
sub-10642_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	6.514946	79.963158
sub-10642_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	38.315607	148.592957
sub-10644_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	13.111582	94.215332
sub-10644_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	10.767756	80.507378
sub-10644_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	8.67155	88.044128
sub-10644_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	6.938042	81.556854
sub-10644_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	27.568026	144.869492
sub-10644_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	9.935944	79.736008
sub-10644_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	7.605467	86.385391
sub-10644_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	5.971686	83.107819
sub-10644_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	4.780914	79.835838
sub-10644_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	23.063719	119.844902
sub-10647_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	21.927417	161.443619
sub-10647_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	17.607269	124.680595
sub-10647_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	14.213931	113.019852
sub-10647_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	11.400999	100.117004
sub-10647_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	49.115281	219.139435
sub-10647_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	17.411626	125.603668
sub-10647_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	13.214673	117.266342
sub-10647_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	10.31672	82.10453
sub-10647_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	8.1478	75.794167
sub-10647_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	35.045297	174.838394
sub-10649_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	10.549352	74.887749
sub-10649_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	8.108161	68.528618
sub-10649_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	6.350578	60.212063
sub-10649_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.045669	58.800312
sub-10649_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	24.177354	107.320984
sub-10649_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	10.4647	90.968651
sub-10649_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	8.025242	67.234146
sub-10649_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	6.275434	64.77034
sub-10649_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	4.986776	57.97673
sub-10649_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	25.221936	106.261711
sub-10652_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	11.705571	94.829994
sub-10652_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	9.490179	90.296127
sub-10652_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	7.673989	92.127747
sub-10652_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	6.139537	92.625977
sub-10652_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	29.073368	150.547836
sub-10652_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	11.857174	100.122299
sub-10652_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	9.678843	93.902733
sub-10652_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	7.876631	91.57473
sub-10652_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	6.322835	96.283966
sub-10652_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	30.17214	151.436249
sub-10656_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	12.256602	65.587196
sub-10656_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	9.475662	60.774269
sub-10656_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	7.560734	66.654984
sub-10656_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	6.060508	67.107651
sub-10656_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	26.576244	121.551407
sub-10656_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	12.623782	63.903259
sub-10656_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	9.782245	63.27177
sub-10656_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	7.894965	63.704937
sub-10656_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	6.349748	67.489571
sub-10656_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	26.294989	113.336021
sub-10657_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	10.189846	83.56089
sub-10657_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	7.687862	82.882988
sub-10657_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	6.018891	78.771729
sub-10657_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	4.885941	77.590736
sub-10657_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	20.971401	129.610229
sub-10657_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	10.31381	81.457085
sub-10657_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	7.768296	78.664856
