sub_id,run,fd_mean
10608,1,0.1803975471066527
10608,2,0.1675905697337559
10691,2,0.127325298007874
10691,1,0.1263562541474654
11060,2,0.07855050852340155
11060,1,0.07369950650152071
10926,1,0.3469485333669456
10926,2,0.4250913945944882
10951,2,0.1535334154645983
10951,1,0.20779273242798152
10647,1,0.09193978864845875
10647,2,0.10486661430936214
10969,1,0.07511455125880183
10969,2,0.054168383150984226
10785,1,0.16129945983870966
10785,2,0.18981653371684587
10716,2,0.15564775690181099
10716,1,0.13461893665330965
10838,2,0.6517167549462366
10838,1,0.1257178061181102
10462,1,0.13353128174193546
10462,2,0.15428478045188282
10581,2,0.13620936733740155
10581,1,0.16158181651520734
10486,1,0.14069272399212596
10486,2,0.13686802615770607
10369,1,0.10572393920460828
10369,2,0.1290516006830708
11036,1,0.08355652263620067
11036,2,0.06447508469370075
10800,1,0.11069136647966524
10800,2,0.2155279254885039
10977,2,0.08973636979685039
10977,1,0.09731591774895394
10807,2,0.4008952746811023
10807,1,0.5069430177488976
11031,2,0.1438528882748954
11031,1,0.1551587923520737
10723,1,0.10976827217991629
10723,2,0.10097101519713259
10938,2,0.2872047197078346
10938,1,0.2674957148681244
10418,1,0.1242450211880184
10418,2,0.1292416396652719
10661,2,0.08291629090078736
10661,1,0.07946115989861749
10685,1,0.06276498121641196
10685,2,0.15311168756716534
10863,1,0.11102631685741933
10863,2,0.14885617071194487
10919,2,0.26710556896456694
10919,1,0.16337890443549308
10887,1,0.21115594483791728
10887,2,0.07737612099581585
10913,1,0.23860061185941422
10913,2,0.25763911114173227
10964,2,0.2777614015268817
10964,1,0.1869921705200472
10640,1,0.08796684368897635
10640,2,0.09391472443691753
10956,2,0.0898617422504724
10956,1,0.09226177151179721
10952,1,0.1701013708822291
10952,2,0.07798093064033469
10958,1,0.11317885464764972
10958,2,0.2906040447511811
10478,1,0.07555721799999997
10478,2,0.0746427158063598
11063,1,0.07847816229414743
11063,2,0.07945893328234305
10984,1,0.18112138005826772
10984,2,0.25833568923942657
10810,2,0.17950564253906806
10810,1,0.14655533584937236
10644,1,0.18049431829779525
10644,2,0.1688729288430645
10831,2,0.18708154297419352
10831,1,0.2526151485339291
11007,1,0.17469678265064156
11007,2,0.32649135057949785
10803,1,0.08564648868387094
10979,1,0.11200929342939066
10979,2,0.10489798937452753
10809,1,0.0788689224122304
10809,2,0.10490073352799278
10529,2,0.211998765056129
10529,1,0.17371688151254477
10317,2,0.15323463103857735
10317,1,0.18775091241075265
11042,2,0.23680654318897632
11042,1,0.24279149952774193
10657,1,0.44115401215899586
10657,2,0.3123768705409449
10720,1,0.10842145176845876
10720,2,0.0845562412663252
10804,1,0.0883875352139283
10804,2,0.15183872186614172
10974,1,0.49131802286413384
10974,2,0.29253137647047245
10897,1,0.1770391376798566
10897,2,0.13399486880753136
10559,1,0.1888423471004184
10559,2,0.23215900179763774
10668,1,0.11330432834165896
10668,2,0.09933812040854119
10781,1,0.09861063970375486
10781,2,0.09448949130905508
10718,1,0.24074008159448818
10718,2,0.23437361212258065
10836,1,0.1810565020179211
10585,2,0.2277597557428836
10585,1,0.21746063549892472
10649,2,0.2498185569964567
10649,1,0.1609061403211981
11021,2,0.13667792140728344
11021,1,0.13768158881451611
10817,1,0.21884923286945604
10817,2,0.23900148248028674
10983,2,0.4084021759390681
10983,1,0.2409908282217573
10860,1,0.09693029614752531
10860,2,0.12371721342327152
10606,1,0.10719504676376566
10606,2,0.07167997539821298
11064,2,0.5012952761673639
11064,1,1.085062237401575
10701,1,0.06676337976826356
10701,2,0.10642300457634406
10858,1,0.2183538758944094
10858,2,0.20602435993189963
10596,1,0.19874395227880182
10596,2,0.1848458670860215
10402,1,0.1527253287898617
10402,2,0.21811968192082434
10928,1,0.1826118994307373
10928,2,0.264350458031496
10572,1,0.2929426047062992
10572,2,0.34765654463870965
10886,1,0.4793122694645669
10886,2,0.2754843742426778
10862,1,0.14432839112534562
10862,2,0.16392155461700783
10918,1,0.11424025652511807
10918,2,0.11064278767025088
10636,2,0.11465805525163177
10636,1,0.11669187353663592
10641,1,0.15806277763594467
10850,1,0.08806188286460827
10850,2,0.09125860897637791
10827,2,0.09081031648979077
10827,1,0.1072861811129032
10673,2,0.29914226629318413
10673,1,0.23462570273906808
10806,1,0.11563732194102763
10806,2,0.11457017664234305
10998,2,0.10658996602186377
10998,1,0.09599395684122071
11030,1,0.12462656769175623
11030,2,0.12308351511213386
10652,1,0.1374508029263598
10652,2,0.1286230003691756
10843,2,0.1312703191017419
10843,1,0.16573845674179913
10834,1,0.0636078105309623
10834,2,0.07741687058064511
10767,2,0.08720278890209202
10767,1,0.08702750270382484
10783,1,0.20629983979179212
10783,2,0.2726560860116142
10617,2,0.20511797132258064
10617,1,0.20212674354838706
11005,2,1.2579675287401573
11005,1,0.7176164330414747
11072,1,0.12365899456299244
11072,2,0.12673604247984516
10801,2,0.15156659640046022
10801,1,0.1724230282657189
10898,2,0.23391140678242675
10898,1,0.24533665942652327
10603,1,0.17891675558267717
10603,2,0.2547913576630824
10674,1,0.0781948646114695
10674,2,0.07623391643179914
10690,2,0.2184476238640551
10690,1,0.22781088912348027
11016,2,0.1179455872960573
11016,1,0.09832725831688185
10950,1,0.10715151891293721
10950,2,0.33312654884050175
10857,2,0.16178154213389118
10857,1,0.16392817427788015
11053,1,0.1235469420629921
11053,2,0.1162964693648117
10741,1,0.18749984388117152
10741,2,0.6194348202150537
10881,1,0.6422965717709319
10812,1,0.14682376420276494
10812,2,0.138066056027559
10642,1,0.20225417773897633
10642,2,0.22080429083835124
10541,1,0.30589563038503936
10541,2,0.3750084872263598
10966,1,0.07635403740637786
10966,2,0.10377884348845874
11012,1,0.14852509712356216
11012,2,0.12033252917473115
10777,1,0.11264063255000616
10777,2,0.14381077463858263
10700,1,0.15305220375062759
10700,2,0.18635233297491036
10929,1,0.15914082353694559
10929,2,0.16674687069832633
10954,1,0.47081760341935486
10954,2,0.28199011379497907
11039,1,0.21927440487368502
11039,2,0.24731184087489538
10896,1,0.12797719974377875
10896,2,0.13593379128093186
10908,2,0.3098023430537634
10908,1,0.3371859112671548
10663,2,0.2204080524569037
10663,1,0.1975465307362212
10713,1,0.3289153390757322
10713,2,0.34526392109795273
10930,2,0.10481138981023619
10930,1,0.07722746926728108
10584,1,0.1737643623472803
10584,2,0.0982275076193548
10940,1,0.0951014198753138
10940,2,0.06722911891039424
10589,1,0.1072213480483333
10589,2,0.1298338137402519
11071,1,0.22658444459566304
11071,2,0.19394948160149605
10802,1,0.13045439950496057
10802,2,0.15161375118279566
10875,1,0.12633311155179494
10875,2,0.12997239899257085
10656,1,0.1189751132552301
10656,2,0.10367854409527556
10854,2,0.13145815666322833
10854,1,0.1471348630345023
10924,1,0.11544752479245618
10924,2,0.13061895715275984
10953,1,0.3706742611548117
10953,2,0.3263882264215054
10590,1,0.09470319708744768
10590,2,0.13094792876113384
10770,2,0.2435716793389685
10770,1,0.21393145101382485
11068,2,0.13106476561290323
11068,1,0.07725792505439327
10677,2,0.23424729387029283
10677,1,0.21307780052811057
10794,1,0.06276737738924727
10794,2,0.06482938424427949
10866,2,0.2002560066503937
10866,1,0.30246215457836817
10961,1,0.13731225521138074
10961,2,0.12662379190866138
10638,2,0.14998718771789118
10638,1,0.15506239863631333
10748,1,0.07804949398262073
10748,2,0.10618543825468615
