sub	 task	 echo	 run	 mean_stan	 vsmean_stan	 mean_nat	 vsmean_nat	 max
10529	 socialdoors	 4	 2	 NA	 NA	 NA	 NA	 NA
10541	 trust	 1	 1	 31.923005 	 26.314165 	 25.916175 	 18.087591 	 78.256943
10541	 trust	 2	 1	 31.923005 	 26.314165 	 20.515507 	 13.911462 	 74.157761
10541	 trust	 3	 1	 31.923005 	 26.314165 	 15.505945 	 8.628560 	 83.393555
10541	 trust	 4	 1	 31.923005 	 26.314165 	 11.744515 	 4.483286 	 81.297470
10541	 trust	 1	 2	 31.746747 	 26.499549 	 25.888259 	 17.614075 	 69.288506
10541	 trust	 2	 2	 31.746747 	 26.499549 	 20.467998 	 14.035018 	 73.955399
10541	 trust	 3	 2	 31.746747 	 26.499549 	 15.434702 	 8.636176 	 73.918968
10541	 trust	 4	 2	 31.746747 	 26.499549 	 11.643946 	 4.581425 	 73.139442
10541	 ugr	 1	 1	 29.792780 	 25.521704 	 25.587621 	 19.307408 	 67.676186
10541	 ugr	 2	 1	 29.792780 	 25.521704 	 19.676667 	 14.213486 	 71.746307
10541	 ugr	 3	 1	 29.792780 	 25.521704 	 14.721612 	 9.113019 	 71.579536
10541	 ugr	 4	 1	 29.792780 	 25.521704 	 11.015682 	 4.412484 	 71.061691
10541	 ugr	 1	 2	 27.963185 	 23.413700 	 24.882948 	 19.450417 	 65.903755
10541	 ugr	 2	 2	 27.963185 	 23.413700 	 18.989983 	 13.664967 	 71.789040
10541	 ugr	 3	 2	 27.963185 	 23.413700 	 14.099038 	 8.377123 	 69.214760
10541	 ugr	 4	 2	 27.963185 	 23.413700 	 10.512163 	 4.125022 	 70.218781
10541	 sharedreward	 1	 1	 31.332450 	 25.068204 	 25.834012 	 17.899215 	 73.931679
10541	 sharedreward	 2	 1	 31.332450 	 25.068204 	 20.340826 	 13.523990 	 74.817345
10541	 sharedreward	 3	 1	 31.332450 	 25.068204 	 15.266568 	 8.442454 	 80.102585
10541	 sharedreward	 4	 1	 31.332450 	 25.068204 	 11.493635 	 4.399500 	 78.680313
10541	 sharedreward	 1	 2	 27.897531 	 23.526692 	 24.112725 	 17.146207 	 66.950516
10541	 sharedreward	 2	 2	 27.897531 	 23.526692 	 18.598879 	 12.595836 	 68.039284
10541	 sharedreward	 3	 2	 27.897531 	 23.526692 	 13.874995 	 7.715901 	 68.496887
10541	 sharedreward	 4	 2	 27.897531 	 23.526692 	 10.357748 	 3.984873 	 70.787231
10541	 doors	 1	 1	 26.069169 	 21.040072 	 23.717803 	 17.849029 	 65.580009
10541	 doors	 2	 1	 26.069169 	 21.040072 	 17.952604 	 11.990888 	 65.241570
10541	 doors	 3	 1	 26.069169 	 21.040072 	 13.320303 	 7.316846 	 70.077065
10541	 doors	 4	 1	 26.069169 	 21.040072 	 9.903289 	 3.853538 	 68.617592
10541	 doors	 1	 2	 NA	 NA	 NA	 NA	 NA
10541	 doors	 2	 2	 NA	 NA	 NA	 NA	 NA
10541	 doors	 3	 2	 NA	 NA	 NA	 NA	 NA
10541	 doors	 4	 2	 NA	 NA	 NA	 NA	 NA
10541	 socialdoors	 1	 1	 28.577429 	 23.983257 	 24.928662 	 18.710268 	 67.042267
10541	 socialdoors	 2	 1	 28.577429 	 23.983257 	 19.123132 	 13.093422 	 70.220398
10541	 socialdoors	 3	 1	 28.577429 	 23.983257 	 14.238929 	 7.982451 	 75.713173
10541	 socialdoors	 4	 1	 28.577429 	 23.983257 	 10.636033 	 3.861646 	 72.049759
10541	 socialdoors	 1	 2	 NA	 NA	 NA	 NA	 NA
10541	 socialdoors	 2	 2	 NA	 NA	 NA	 NA	 NA
10541	 socialdoors	 3	 2	 NA	 NA	 NA	 NA	 NA
10541	 socialdoors	 4	 2	 NA	 NA	 NA	 NA	 NA
10555	 trust	 1	 1	 NA	 NA	 NA	 NA	 NA
10555	 trust	 2	 1	 NA	 NA	 NA	 NA	 NA
10555	 trust	 3	 1	 NA	 NA	 NA	 NA	 NA
10555	 trust	 4	 1	 NA	 NA	 NA	 NA	 NA
10555	 trust	 1	 2	 NA	 NA	 NA	 NA	 NA
10555	 trust	 2	 2	 NA	 NA	 NA	 NA	 NA
10555	 trust	 3	 2	 NA	 NA	 NA	 NA	 NA
10555	 trust	 4	 2	 NA	 NA	 NA	 NA	 NA
10555	 ugr	 1	 1	 NA	 NA	 NA	 NA	 NA
10555	 ugr	 2	 1	 NA	 NA	 NA	 NA	 NA
10555	 ugr	 3	 1	 NA	 NA	 NA	 NA	 NA
10555	 ugr	 4	 1	 NA	 NA	 NA	 NA	 NA
10555	 ugr	 1	 2	 NA	 NA	 NA	 NA	 NA
10555	 ugr	 2	 2	 NA	 NA	 NA	 NA	 NA
10555	 ugr	 3	 2	 NA	 NA	 NA	 NA	 NA
10555	 ugr	 4	 2	 NA	 NA	 NA	 NA	 NA
10555	 sharedreward	 1	 1	 NA	 NA	 NA	 NA	 NA
10555	 sharedreward	 2	 1	 NA	 NA	 NA	 NA	 NA
10555	 sharedreward	 3	 1	 NA	 NA	 NA	 NA	 NA
10555	 sharedreward	 4	 1	 NA	 NA	 NA	 NA	 NA
10555	 sharedreward	 1	 2	 NA	 NA	 NA	 NA	 NA
10555	 sharedreward	 2	 2	 NA	 NA	 NA	 NA	 NA
10555	 sharedreward	 3	 2	 NA	 NA	 NA	 NA	 NA
10555	 sharedreward	 4	 2	 NA	 NA	 NA	 NA	 NA
10555	 doors	 1	 1	 NA	 NA	 NA	 NA	 NA
10555	 doors	 2	 1	 NA	 NA	 NA	 NA	 NA
10555	 doors	 3	 1	 NA	 NA	 NA	 NA	 NA
10555	 doors	 4	 1	 NA	 NA	 NA	 NA	 NA
10555	 doors	 1	 2	 NA	 NA	 NA	 NA	 NA
10555	 doors	 2	 2	 NA	 NA	 NA	 NA	 NA
10555	 doors	 3	 2	 NA	 NA	 NA	 NA	 NA
10555	 doors	 4	 2	 NA	 NA	 NA	 NA	 NA
10555	 socialdoors	 1	 1	 NA	 NA	 NA	 NA	 NA
10555	 socialdoors	 2	 1	 NA	 NA	 NA	 NA	 NA
10555	 socialdoors	 3	 1	 NA	 NA	 NA	 NA	 NA
10555	 socialdoors	 4	 1	 NA	 NA	 NA	 NA	 NA
10555	 socialdoors	 1	 2	 NA	 NA	 NA	 NA	 NA
10555	 socialdoors	 2	 2	 NA	 NA	 NA	 NA	 NA
10555	 socialdoors	 3	 2	 NA	 NA	 NA	 NA	 NA
10555	 socialdoors	 4	 2	 NA	 NA	 NA	 NA	 NA
10559	 trust	 1	 1	 30.116883 	 26.837133 	 23.243279 	 19.675581 	 69.621361
10559	 trust	 2	 1	 30.116883 	 26.837133 	 17.715243 	 15.800028 	 53.838051
10559	 trust	 3	 1	 30.116883 	 26.837133 	 13.321159 	 10.342766 	 56.205296
10559	 trust	 4	 1	 30.116883 	 26.837133 	 9.773904 	 5.736403 	 50.460743
10559	 trust	 1	 2	 25.615044 	 24.744715 	 21.226553 	 18.706936 	 65.335724
10559	 trust	 2	 2	 25.615044 	 24.744715 	 15.937913 	 13.778290 	 48.764137
10559	 trust	 3	 2	 25.615044 	 24.744715 	 11.884293 	 8.072768 	 53.159195
10559	 trust	 4	 2	 25.615044 	 24.744715 	 8.747048 	 4.961560 	 47.235409
10559	 ugr	 1	 1	 30.183657 	 27.848057 	 23.560827 	 21.085620 	 81.079590
10559	 ugr	 2	 1	 30.183657 	 27.848057 	 17.892011 	 15.057667 	 56.801208
10559	 ugr	 3	 1	 30.183657 	 27.848057 	 13.324103 	 8.433775 	 56.864902
10559	 ugr	 4	 1	 30.183657 	 27.848057 	 9.696593 	 4.225872 	 60.801819
10559	 ugr	 1	 2	 30.355522 	 28.075969 	 23.278586 	 21.313720 	 68.697723
10559	 ugr	 2	 2	 30.355522 	 28.075969 	 17.697460 	 16.611791 	 52.357853
10559	 ugr	 3	 2	 30.355522 	 28.075969 	 13.271752 	 9.914296 	 56.969166
10559	 ugr	 4	 2	 30.355522 	 28.075969 	 9.674055 	 5.216104 	 55.853893
10559	 sharedreward	 1	 1	 31.703370 	 29.104018 	 23.741364 	 21.053561 	 75.102081
10559	 sharedreward	 2	 1	 31.703370 	 29.104018 	 18.151131 	 16.653588 	 58.952713
10559	 sharedreward	 3	 1	 31.703370 	 29.104018 	 13.660147 	 10.546497 	 57.176861
10559	 sharedreward	 4	 1	 31.703370 	 29.104018 	 9.979753 	 5.841062 	 63.583984
10559	 sharedreward	 1	 2	 30.055487 	 28.464025 	 23.353257 	 20.063183 	 70.444359
10559	 sharedreward	 2	 2	 30.055487 	 28.464025 	 17.692145 	 15.882771 	 54.545658
10559	 sharedreward	 3	 2	 30.055487 	 28.464025 	 13.305308 	 9.711324 	 59.157497
10559	 sharedreward	 4	 2	 30.055487 	 28.464025 	 9.726314 	 5.530691 	 62.628998
10559	 doors	 1	 1	 37.013075 	 31.309407 	 25.586935 	 21.807415 	 77.064697
10559	 doors	 2	 1	 37.013075 	 31.309407 	 19.971694 	 17.707992 	 71.376694
10559	 doors	 3	 1	 37.013075 	 31.309407 	 15.097236 	 10.297090 	 67.846779
10559	 doors	 4	 1	 37.013075 	 31.309407 	 10.978835 	 5.628018 	 72.014168
10559	 doors	 1	 2	 NA	 NA	 NA	 NA	 NA
10559	 doors	 2	 2	 NA	 NA	 NA	 NA	 NA
10559	 doors	 3	 2	 NA	 NA	 NA	 NA	 NA
10559	 doors	 4	 2	 NA	 NA	 NA	 NA	 NA
10559	 socialdoors	 1	 1	 33.058551 	 29.738234 	 24.152391 	 21.173407 	 71.507759
10559	 socialdoors	 2	 1	 33.058551 	 29.738234 	 18.516744 	 16.709702 	 57.174129
10559	 socialdoors	 3	 1	 33.058551 	 29.738234 	 13.994362 	 10.261416 	 67.388512
10559	 socialdoors	 4	 1	 33.058551 	 29.738234 	 10.226625 	 5.727817 	 64.823784
10559	 socialdoors	 1	 2	 NA	 NA	 NA	 NA	 NA
10559	 socialdoors	 2	 2	 NA	 NA	 NA	 NA	 NA
10559	 socialdoors	 3	 2	 NA	 NA	 NA	 NA	 NA
10559	 socialdoors	 4	 2	 NA	 NA	 NA	 NA	 NA
10572	 trust	 1	 1	 33.921396 	 30.612865 	 26.005841 	 21.514264 	 88.300644
10572	 trust	 2	 1	 33.921396 	 30.612865 	 20.762100 	 18.566259 	 79.106430
10572	 trust	 3	 1	 33.921396 	 30.612865 	 15.600038 	 10.923672 	 77.262924
10572	 trust	 4	 1	 33.921396 	 30.612865 	 11.772268 	 5.910905 	 76.114662
10572	 trust	 1	 2	 30.263098 	 28.766384 	 25.053291 	 21.912535 	 75.034760
10572	 trust	 2	 2	 30.263098 	 28.766384 	 19.314431 	 18.054124 	 76.004768
10572	 trust	 3	 2	 30.263098 	 28.766384 	 14.163630 	 10.379611 	 74.933411
10572	 trust	 4	 2	 30.263098 	 28.766384 	 10.498188 	 5.479645 	 70.476776
10572	 ugr	 1	 1	 28.249669 	 26.255444 	 24.371964 	 25.005335 	 66.689102
10572	 ugr	 2	 1	 28.249669 	 26.255444 	 18.322673 	 23.306595 	 71.030396
10572	 ugr	 3	 1	 28.249669 	 26.255444 	 13.338487 	 21.867713 	 72.476540
10572	 ugr	 4	 1	 28.249669 	 26.255444 	 9.820398 	 19.597101 	 62.005936
10572	 ugr	 1	 2	 NA	 NA	 NA	 NA	 NA
10572	 ugr	 2	 2	 NA	 NA	 NA	 NA	 NA
10572	 ugr	 3	 2	 NA	 NA	 NA	 NA	 NA
10572	 ugr	 4	 2	 NA	 NA	 NA	 NA	 NA
10572	 sharedreward	 1	 1	 30.630936 	 29.562262 	 25.258684 	 22.500285 	 88.922424
10572	 sharedreward	 2	 1	 30.630936 	 29.562262 	 19.628737 	 18.504189 	 80.522301
10572	 sharedreward	 3	 1	 30.630936 	 29.562262 	 14.483844 	 10.654975 	 80.828804
10572	 sharedreward	 4	 1	 30.630936 	 29.562262 	 10.786650 	 5.836827 	 79.968796
10572	 sharedreward	 1	 2	 28.492585 	 27.045276 	 24.515436 	 24.884921 	 66.773636
10572	 sharedreward	 2	 2	 28.492585 	 27.045276 	 18.505949 	 24.819572 	 69.532051
10572	 sharedreward	 3	 2	 28.492585 	 27.045276 	 13.476979 	 22.703157 	 76.832962
10572	 sharedreward	 4	 2	 28.492585 	 27.045276 	 9.921674 	 20.309977 	 74.829933
10572	 doors	 1	 1	 33.450625 	 29.871210 	 26.349625 	 25.978141 	 71.539757
10572	 doors	 2	 1	 33.450625 	 29.871210 	 20.461613 	 26.653113 	 74.638390
10572	 doors	 3	 1	 33.450625 	 29.871210 	 15.258221 	 25.951099 	 75.626923
10572	 doors	 4	 1	 33.450625 	 29.871210 	 11.443668 	 23.737879 	 76.680267
10572	 doors	 1	 2	 NA	 NA	 NA	 NA	 NA
10572	 doors	 2	 2	 NA	 NA	 NA	 NA	 NA
10572	 doors	 3	 2	 NA	 NA	 NA	 NA	 NA
10572	 doors	 4	 2	 NA	 NA	 NA	 NA	 NA
10572	 socialdoors	 1	 1	 31.854845 	 29.175087 	 25.568770 	 25.447288 	 70.836540
10572	 socialdoors	 2	 1	 31.854845 	 29.175087 	 19.722783 	 25.216140 	 70.570778
10572	 socialdoors	 3	 1	 31.854845 	 29.175087 	 14.568145 	 22.490411 	 70.144974
10572	 socialdoors	 4	 1	 31.854845 	 29.175087 	 10.871362 	 20.617931 	 68.995377
10572	 socialdoors	 1	 2	 NA	 NA	 NA	 NA	 NA
10572	 socialdoors	 2	 2	 NA	 NA	 NA	 NA	 NA
10572	 socialdoors	 3	 2	 NA	 NA	 NA	 NA	 NA
10572	 socialdoors	 4	 2	 NA	 NA	 NA	 NA	 NA
10581	 trust	 1	 1	 28.990533 	 23.593685 	 22.567231 	 16.593010 	 71.623306
10581	 trust	 2	 1	 28.990533 	 23.593685 	 17.416918 	 13.585446 	 75.049286
10581	 trust	 3	 1	 28.990533 	 23.593685 	 12.915204 	 10.010059 	 71.836609
10581	 trust	 4	 1	 28.990533 	 23.593685 	 9.608816 	 6.665315 	 65.202629
10581	 trust	 1	 2	 32.729970 	 28.455147 	 23.396280 	 16.104949 	 89.942307
10581	 trust	 2	 2	 32.729970 	 28.455147 	 18.550729 	 14.510170 	 81.585495
10581	 trust	 3	 2	 32.729970 	 28.455147 	 13.980905 	 10.467010 	 75.619804
10581	 trust	 4	 2	 32.729970 	 28.455147 	 10.502168 	 6.952699 	 71.059601
10581	 ugr	 1	 1	 27.643191 	 23.968059 	 21.509708 	 15.854231 	 61.943848
10581	 ugr	 2	 1	 27.643191 	 23.968059 	 16.573263 	 13.001586 	 68.610176
10581	 ugr	 3	 1	 27.643191 	 23.968059 	 12.378187 	 9.569691 	 59.747993
10581	 ugr	 4	 1	 27.643191 	 23.968059 	 9.233811 	 6.445986 	 63.232643
10581	 ugr	 1	 2	 31.205397 	 34.011612 	 27.463684 	 26.113679 	 78.044441
10581	 ugr	 2	 2	 31.205397 	 34.011612 	 20.426711 	 17.342995 	 69.070114
10581	 ugr	 3	 2	 31.205397 	 34.011612 	 15.058440 	 9.385670 	 70.998489
10581	 ugr	 4	 2	 31.205397 	 34.011612 	 11.118780 	 5.099440 	 68.465866
10581	 sharedreward	 1	 1	 29.336449 	 24.051116 	 22.545286 	 16.174328 	 72.774757
10581	 sharedreward	 2	 1	 29.336449 	 24.051116 	 17.475069 	 13.958400 	 69.287605
10581	 sharedreward	 3	 1	 29.336449 	 24.051116 	 13.013083 	 10.234813 	 71.440384
10581	 sharedreward	 4	 1	 29.336449 	 24.051116 	 9.680172 	 6.824564 	 62.857834
10581	 sharedreward	 1	 2	 30.196277 	 25.435479 	 22.687674 	 15.767730 	 74.061539
10581	 sharedreward	 2	 2	 30.196277 	 25.435479 	 17.687695 	 13.642451 	 77.899521
10581	 sharedreward	 3	 2	 30.196277 	 25.435479 	 13.239386 	 10.194739 	 70.536613
10581	 sharedreward	 4	 2	 30.196277 	 25.435479 	 9.888350 	 6.925131 	 63.692249
10581	 doors	 1	 1	 31.915412 	 25.525476 	 23.470060 	 16.769059 	 72.034950
10581	 doors	 2	 1	 31.915412 	 25.525476 	 18.438029 	 14.451453 	 75.468407
10581	 doors	 3	 1	 31.915412 	 25.525476 	 13.764800 	 10.667295 	 66.679070
10581	 doors	 4	 1	 31.915412 	 25.525476 	 10.301098 	 7.379854 	 69.021942
10581	 doors	 1	 2	 NA	 NA	 NA	 NA	 NA
10581	 doors	 2	 2	 NA	 NA	 NA	 NA	 NA
10581	 doors	 3	 2	 NA	 NA	 NA	 NA	 NA
10581	 doors	 4	 2	 NA	 NA	 NA	 NA	 NA
10581	 socialdoors	 1	 1	 29.966292 	 27.006834 	 22.701424 	 16.855022 	 74.131767
10581	 socialdoors	 2	 1	 29.966292 	 27.006834 	 17.582541 	 14.543375 	 69.994545
10581	 socialdoors	 3	 1	 29.966292 	 27.006834 	 13.087303 	 10.633894 	 66.429543
10581	 socialdoors	 4	 1	 29.966292 	 27.006834 	 9.753748 	 7.201241 	 68.121078
10581	 socialdoors	 1	 2	 NA	 NA	 NA	 NA	 NA
10581	 socialdoors	 2	 2	 NA	 NA	 NA	 NA	 NA
10581	 socialdoors	 3	 2	 NA	 NA	 NA	 NA	 NA
10581	 socialdoors	 4	 2	 NA	 NA	 NA	 NA	 NA
10584	 trust	 1	 1	 32.733840 	 28.260913 	 27.232491 	 23.110475 	 81.329216
10584	 trust	 2	 1	 32.733840 	 28.260913 	 20.567540 	 15.729151 	 71.079407
10584	 trust	 3	 1	 32.733840 	 28.260913 	 15.255720 	 8.104416 	 75.095947
10584	 trust	 4	 1	 32.733840 	 28.260913 	 11.391202 	 4.182662 	 72.448563
10584	 trust	 1	 2	 34.668927 	 30.753152 	 27.646188 	 23.243899 	 75.989815
10584	 trust	 2	 2	 34.668927 	 30.753152 	 21.056558 	 16.074493 	 72.491158
10584	 trust	 3	 2	 34.668927 	 30.753152 	 15.751795 	 8.492000 	 72.591850
10584	 trust	 4	 2	 34.668927 	 30.753152 	 11.808510 	 4.454385 	 68.962059
10584	 ugr	 1	 1	 31.462079 	 29.569332 	 27.613952 	 26.109746 	 71.102722
10584	 ugr	 2	 1	 31.462079 	 29.569332 	 20.443345 	 17.034158 	 65.387634
10584	 ugr	 3	 1	 31.462079 	 29.569332 	 15.012496 	 9.051816 	 72.873871
10584	 ugr	 4	 1	 31.462079 	 29.569332 	 11.103383 	 4.936639 	 66.559929
10584	 ugr	 1	 2	 NA	 NA	 NA	 NA	 NA
10584	 ugr	 2	 2	 NA	 NA	 NA	 NA	 NA
10584	 ugr	 3	 2	 NA	 NA	 NA	 NA	 NA
10584	 ugr	 4	 2	 NA	 NA	 NA	 NA	 NA
10584	 sharedreward	 1	 1	 37.444199 	 31.917859 	 28.496783 	 23.411927 	 74.475792
10584	 sharedreward	 2	 1	 37.444199 	 31.917859 	 22.106486 	 16.765326 	 70.529541
10584	 sharedreward	 3	 1	 37.444199 	 31.917859 	 16.765379 	 8.777967 	 83.052040
10584	 sharedreward	 4	 1	 37.444199 	 31.917859 	 12.715530 	 4.817606 	 78.510742
10584	 sharedreward	 1	 2	 NA	 NA	 NA	 NA	 NA
10584	 sharedreward	 2	 2	 NA	 NA	 NA	 NA	 NA
10584	 sharedreward	 3	 2	 NA	 NA	 NA	 NA	 NA
10584	 sharedreward	 4	 2	 NA	 NA	 NA	 NA	 NA
10584	 doors	 1	 1	 33.288912 	 30.793778 	 27.950306 	 26.516896 	 76.726837
10584	 doors	 2	 1	 33.288912 	 30.793778 	 20.963940 	 18.146330 	 78.604195
10584	 doors	 3	 1	 33.288912 	 30.793778 	 15.595779 	 10.081304 	 68.828209
10584	 doors	 4	 1	 33.288912 	 30.793778 	 11.664277 	 5.593959 	 68.820930
10584	 doors	 1	 2	 NA	 NA	 NA	 NA	 NA
10584	 doors	 2	 2	 NA	 NA	 NA	 NA	 NA
10584	 doors	 3	 2	 NA	 NA	 NA	 NA	 NA
10584	 doors	 4	 2	 NA	 NA	 NA	 NA	 NA
10584	 socialdoors	 1	 1	 34.078003 	 31.817211 	 27.526511 	 24.075872 	 81.178307
10584	 socialdoors	 2	 1	 34.078003 	 31.817211 	 20.914288 	 17.070463 	 73.455627
10584	 socialdoors	 3	 1	 34.078003 	 31.817211 	 15.660278 	 9.088551 	 76.087982
10584	 socialdoors	 4	 1	 34.078003 	 31.817211 	 11.789825 	 4.713511 	 68.669495
10584	 socialdoors	 1	 2	 NA	 NA	 NA	 NA	 NA
10584	 socialdoors	 2	 2	 NA	 NA	 NA	 NA	 NA
10584	 socialdoors	 3	 2	 NA	 NA	 NA	 NA	 NA
10584	 socialdoors	 4	 2	 NA	 NA	 NA	 NA	 NA
10585	 trust	 1	 1	 32.366420 	 31.181620 	 26.852442 	 25.246067 	 92.562424
10585	 trust	 2	 1	 32.366420 	 31.181620 	 20.388788 	 18.316430 	 69.580284
10585	 trust	 3	 1	 32.366420 	 31.181620 	 14.948356 	 8.833134 	 70.932571
10585	 trust	 4	 1	 32.366420 	 31.181620 	 11.085292 	 4.235296 	 70.780907
10585	 trust	 1	 2	 34.781802 	 34.586912 	 27.832626 	 25.647401 	 78.735596
10585	 trust	 2	 2	 34.781802 	 34.586912 	 21.415271 	 20.085465 	 76.237755
10585	 trust	 3	 2	 34.781802 	 34.586912 	 15.816997 	 8.934673 	 75.379517
10585	 trust	 4	 2	 34.781802 	 34.586912 	 11.796596 	 4.253959 	 77.560272
10585	 ugr	 1	 1	 33.814349 	 33.893691 	 27.652357 	 25.441035 	 82.163292
10585	 ugr	 2	 1	 33.814349 	 33.893691 	 21.087081 	 19.794673 	 72.236267
10585	 ugr	 3	 1	 33.814349 	 33.893691 	 15.517334 	 9.480395 	 71.000397
10585	 ugr	 4	 1	 33.814349 	 33.893691 	 11.518022 	 4.378016 	 71.392708
10585	 ugr	 1	 2	 32.776033 	 33.773041 	 27.143201 	 24.770945 	 78.968361
10585	 ugr	 2	 2	 32.776033 	 33.773041 	 20.664141 	 17.804840 	 74.338387
10585	 ugr	 3	 2	 32.776033 	 33.773041 	 15.182749 	 7.805298 	 69.642029
10585	 ugr	 4	 2	 32.776033 	 33.773041 	 11.254781 	 3.923357 	 72.909744
10585	 sharedreward	 1	 1	 33.465134 	 33.806078 	 27.312308 	 25.565902 	 75.057587
10585	 sharedreward	 2	 1	 33.465134 	 33.806078 	 20.847297 	 20.234227 	 69.953545
10585	 sharedreward	 3	 1	 33.465134 	 33.806078 	 15.291642 	 9.703800 	 67.957420
10585	 sharedreward	 4	 1	 33.465134 	 33.806078 	 11.325281 	 4.776268 	 74.234543
10585	 sharedreward	 1	 2	 33.679481 	 33.910348 	 27.714458 	 26.652001 	 73.075630
10585	 sharedreward	 2	 2	 33.679481 	 33.910348 	 21.160881 	 20.891571 	 69.625900
10585	 sharedreward	 3	 2	 33.679481 	 33.910348 	 15.533494 	 9.576688 	 77.234421
10585	 sharedreward	 4	 2	 33.679481 	 33.910348 	 11.511470 	 4.323431 	 71.281593
10585	 doors	 1	 1	 34.317748 	 35.132256 	 27.631327 	 25.639684 	 81.518410
10585	 doors	 2	 1	 34.317748 	 35.132256 	 21.187146 	 19.571902 	 75.515678
10585	 doors	 3	 1	 34.317748 	 35.132256 	 15.646405 	 8.726617 	 71.249229
10585	 doors	 4	 1	 34.317748 	 35.132256 	 11.643785 	 4.172594 	 69.761543
10585	 doors	 1	 2	 NA	 NA	 NA	 NA	 NA
10585	 doors	 2	 2	 NA	 NA	 NA	 NA	 NA
10585	 doors	 3	 2	 NA	 NA	 NA	 NA	 NA
10585	 doors	 4	 2	 NA	 NA	 NA	 NA	 NA
10585	 socialdoors	 1	 1	 31.524457 	 31.190319 	 26.596139 	 24.771991 	 77.914665
10585	 socialdoors	 2	 1	 31.524457 	 31.190319 	 20.099381 	 19.193875 	 77.497353
10585	 socialdoors	 3	 1	 31.524457 	 31.190319 	 14.650928 	 8.796861 	 70.595139
10585	 socialdoors	 4	 1	 31.524457 	 31.190319 	 10.832046 	 4.056357 	 65.643250
10585	 socialdoors	 1	 2	 NA	 NA	 NA	 NA	 NA
10585	 socialdoors	 2	 2	 NA	 NA	 NA	 NA	 NA
10585	 socialdoors	 3	 2	 NA	 NA	 NA	 NA	 NA
10585	 socialdoors	 4	 2	 NA	 NA	 NA	 NA	 NA
10589	 trust	 1	 1	 38.178444 	 31.572937 	 28.593226 	 19.984840 	 84.762009
10589	 trust	 2	 1	 38.178444 	 31.572937 	 22.139751 	 17.204346 	 76.800583
10589	 trust	 3	 1	 38.178444 	 31.572937 	 16.383626 	 10.588426 	 73.644547
10589	 trust	 4	 1	 38.178444 	 31.572937 	 12.049176 	 5.541607 	 79.114708
10589	 trust	 1	 2	 39.613037 	 33.059187 	 28.721910 	 19.615166 	 88.406754
10589	 trust	 2	 2	 39.613037 	 33.059187 	 22.479874 	 18.052666 	 75.665260
10589	 trust	 3	 2	 39.613037 	 33.059187 	 16.809085 	 11.151967 	 75.695061
10589	 trust	 4	 2	 39.613037 	 33.059187 	 12.447901 	 5.560159 	 76.251869
10589	 ugr	 1	 1	 40.507654 	 33.085520 	 29.131592 	 20.373142 	 89.703224
10589	 ugr	 2	 1	 40.507654 	 33.085520 	 22.902226 	 17.752901 	 79.864342
10589	 ugr	 3	 1	 40.507654 	 33.085520 	 16.996869 	 10.332251 	 75.541862
10589	 ugr	 4	 1	 40.507654 	 33.085520 	 12.496043 	 5.087410 	 76.989304
10589	 ugr	 1	 2	 40.393645 	 32.445006 	 28.725453 	 19.659621 	 86.523407
10589	 ugr	 2	 2	 40.393645 	 32.445006 	 22.700660 	 17.667489 	 87.209961
10589	 ugr	 3	 2	 40.393645 	 32.445006 	 16.914690 	 10.412518 	 83.521584
10589	 ugr	 4	 2	 40.393645 	 32.445006 	 12.478287 	 5.094148 	 74.516930
10589	 sharedreward	 1	 1	 39.637648 	 31.327248 	 29.061392 	 19.413059 	 89.466591
10589	 sharedreward	 2	 1	 39.637648 	 31.327248 	 22.748845 	 17.406357 	 85.548584
10589	 sharedreward	 3	 1	 39.637648 	 31.327248 	 16.917278 	 10.482539 	 94.764725
10589	 sharedreward	 4	 1	 39.637648 	 31.327248 	 12.455859 	 5.235206 	 81.690819
10589	 sharedreward	 1	 2	 36.684771 	 31.145237 	 28.073697 	 19.685554 	 82.475822
10589	 sharedreward	 2	 2	 36.684771 	 31.145237 	 21.674508 	 17.168363 	 82.301399
10589	 sharedreward	 3	 2	 36.684771 	 31.145237 	 15.986862 	 10.329370 	 81.852386
10589	 sharedreward	 4	 2	 36.684771 	 31.145237 	 11.737915 	 5.106247 	 77.294884
10589	 doors	 1	 1	 41.830142 	 33.239609 	 29.536204 	 19.611515 	 83.979202
10589	 doors	 2	 1	 41.830142 	 33.239609 	 23.340094 	 17.514864 	 80.917786
10589	 doors	 3	 1	 41.830142 	 33.239609 	 17.397665 	 10.182918 	 78.085075
10589	 doors	 4	 1	 41.830142 	 33.239609 	 12.838704 	 4.985894 	 81.256798
10589	 doors	 1	 2	 NA	 NA	 NA	 NA	 NA
10589	 doors	 2	 2	 NA	 NA	 NA	 NA	 NA
10589	 doors	 3	 2	 NA	 NA	 NA	 NA	 NA
10589	 doors	 4	 2	 NA	 NA	 NA	 NA	 NA
10589	 socialdoors	 1	 1	 40.393137 	 32.786999 	 28.867416 	 19.810844 	 89.866211
10589	 socialdoors	 2	 1	 40.393137 	 32.786999 	 22.742567 	 17.447127 	 83.918373
10589	 socialdoors	 3	 1	 40.393137 	 32.786999 	 16.967586 	 10.387080 	 79.829025
10589	 socialdoors	 4	 1	 40.393137 	 32.786999 	 12.529464 	 4.987416 	 79.676788
10589	 socialdoors	 1	 2	 NA	 NA	 NA	 NA	 NA
10589	 socialdoors	 2	 2	 NA	 NA	 NA	 NA	 NA
