"sub","age","gc","cg","tsnr","fd","input"
10809,25.9929464285714,0,1,3.92122528151786,-0.0750845191964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10809/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10810,25.6429464285714,0,1,-0.864901118482145,0.0245870998035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10810/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10812,20.1329464285714,0,1,-6.79206939848214,0.0692294158035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10812/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10817,-15.1870535714286,0,1,-5.57442283848214,0.0651110028035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10817/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10834,-2.48705357142857,0,1,0.124730191517855,-0.0729117111964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10834/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10843,-15.7370535714286,1,0,7.60756920151786,-0.0447620191964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10843/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10854,3.31294642857144,1,0,3.67144309151785,-0.0745135421964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10854/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10857,-20.4870535714286,0,1,-3.79391771848214,0.0574443908035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10857/L1_task-trust_model-1_type-REPLACEME_run-1_sm-5.feat/stats/copeCOPENUM.nii.gz"
10860,-8.41705357142857,1,0,-2.36377551848214,-0.0470138631964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10860/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10862,17.9029464285714,0,1,-4.36325065848214,-0.0113583701964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10862/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10866,29.4629464285714,0,1,1.48099975151786,8.48180357140849e-06,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10866/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10887,-7.19705357142857,0,1,-6.00874418848214,0.00916268780357143,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10887/L1_task-trust_model-1_type-REPLACEME_run-1_sm-5.feat/stats/copeCOPENUM.nii.gz"
10896,-14.3770535714286,1,0,5.40763570151786,-0.0116493581964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10896/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10897,-11.7370535714286,1,0,-5.48125165848214,-0.000813675196428582,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10897/L1_task-trust_model-1_type-REPLACEME_run-1_sm-5.feat/stats/copeCOPENUM.nii.gz"
10918,-18.1370535714286,1,0,4.41943338151786,-0.0563596461964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10918/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10919,6.50294642857143,1,0,3.00938459151786,-0.0248350121964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10919/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10928,12.3829464285714,0,1,3.11784219151786,0.0602111298035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10928/L1_task-trust_model-1_type-REPLACEME_run-1_sm-5.feat/stats/copeCOPENUM.nii.gz"
10929,-0.0270535714285671,0,1,0.889276031517856,-0.00130320019642857,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10929/L1_task-trust_model-1_type-REPLACEME_run-1_sm-5.feat/stats/copeCOPENUM.nii.gz"
10930,6.46294642857143,1,0,4.46301901151785,-0.0597124411964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10930/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10950,-18.5570535714286,0,1,-8.79373017848214,0.130649347803571,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10950/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10952,-10.1270535714286,0,1,-5.21956714848214,0.0160118298035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10952/L1_task-trust_model-1_type-REPLACEME_run-1_sm-5.feat/stats/copeCOPENUM.nii.gz"
10953,20.0929464285714,1,0,1.98129065151786,0.168714932803571,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10953/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10956,-14.1970535714286,0,1,12.9101643015179,-0.105190900196429,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10956/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10958,-8.33705357142857,1,0,-13.0519249184821,0.151559995803571,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10958/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10961,-19.2770535714286,0,1,8.77885926151786,-0.0455116261964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10961/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10964,17.5929464285714,1,0,-9.07545706848214,0.152126487803571,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10964/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10966,-7.94705357142857,0,1,-1.02405487848214,-0.0764760361964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10966/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10969,-15.9170535714286,1,0,7.58987593151786,-0.117871315196429,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10969/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10977,-1.06705357142857,0,1,-10.3045722084821,-0.0172009461964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10977/L1_task-trust_model-1_type-REPLACEME_run-1_sm-5.feat/stats/copeCOPENUM.nii.gz"
10979,-10.4770535714286,1,0,9.69538295151785,-0.0706090031964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10979/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
10983,-18.0170535714286,1,0,2.76239719151786,0.0283163938035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10983/L1_task-trust_model-1_type-REPLACEME_run-1_sm-5.feat/stats/copeCOPENUM.nii.gz"
10984,9.53294642857144,1,0,-3.21210357848214,0.0934299068035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-10984/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11005,-6.47705357142857,1,0,-12.0589714684821,0.129532309803571,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11005/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11007,3.28294642857144,1,0,-2.97681069848214,0.0272487948035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11007/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11012,15.6229464285714,1,0,1.68059678151786,-0.0320016011964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11012/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11016,-19.9870535714286,0,1,9.62057174151785,-0.0658859811964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11016/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11021,-16.9170535714286,0,1,6.22281943151786,-0.0339050601964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11021/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11030,-19.1870535714286,0,1,1.83215232151786,-0.0362868531964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11030/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11031,-19.5870535714286,1,0,10.7208847115179,-0.0701915651964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11031/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11036,-20.1870535714286,1,0,5.80172098151786,-0.0963807821964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11036/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11039,-2.08705357142857,1,0,7.13477560151786,0.0230017058035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11039/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11042,-13.3570535714286,0,1,0.222482121517857,0.0477509888035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11042/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11058,-4.78705357142857,1,0,-7.85187443848214,0.203004083803571,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11058/L1_task-trust_model-1_type-REPLACEME_run-1_sm-5.feat/stats/copeCOPENUM.nii.gz"
11060,-12.5370535714286,1,0,5.75414109151786,-0.110079212196429,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11060/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11063,-21.4670535714286,1,0,11.1492656815179,-0.0879977071964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11063/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11066,-20.5470535714286,0,1,4.53822233151785,-0.0591385471964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11066/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11068,0.732946428571431,0,1,0.423570491517857,0.00893603180357141,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11068/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11071,19.6329464285714,1,0,-10.5563769584821,0.0549491988035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11071/L1_task-trust_model-1_type-REPLACEME_run-1_sm-5.feat/stats/copeCOPENUM.nii.gz"
11074,-1.40705357142857,1,0,1.02680376151786,-0.0284228231964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11074/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11076,30.9529464285714,0,1,-3.95940757848214,0.244021425803571,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11076/L1_task-trust_model-1_type-REPLACEME_run-1_sm-5.feat/stats/copeCOPENUM.nii.gz"
11078,29.8529464285714,1,0,4.66470051151785,0.0571815618035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11078/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11083,25.6829464285714,0,1,-2.28531568848214,0.0559149238035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11083/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11084,25.5129464285714,0,1,11.8574773515179,-0.0529727191964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11084/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11090,26.9129464285714,0,1,-5.34393431848214,0.156734113803571,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11090/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11113,-21.6570535714286,0,1,4.25013778151785,-0.0958686341964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11113/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11116,16.4229464285714,1,0,-2.52568723848214,-0.00380530319642858,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11116/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11120,23.3829464285714,0,1,4.66243233151786,-0.0459575911964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11120/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11126,15.6929464285714,1,0,0.358343781517856,0.0154512798035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11126/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11128,17.0629464285714,1,0,3.28754098151786,0.0788218648035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11128/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11134,15.8129464285714,1,0,3.66213144151785,-0.0428736021964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11134/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11139,-21.5270535714286,0,1,10.8783293915179,0.00743856280357141,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11139/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11164,41.4129464285714,0,1,-11.4425149184821,0.0863465278035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11164/L1_task-trust_model-1_type-REPLACEME_run-1_sm-5.feat/stats/copeCOPENUM.nii.gz"
11168,-14.8470535714286,0,1,-2.10516565848214,0.0439444478035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11168/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11177,12.7029464285714,0,1,7.62497265151785,-0.0809448391964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11177/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11192,26.6829464285714,0,1,-2.01917502848214,0.0772811498035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11192/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11193,13.0329464285714,1,0,-16.3005118084821,0.0824356368035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11193/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11203,18.9529464285714,1,0,0.795672471517857,0.126190392803571,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11203/L1_task-trust_model-1_type-REPLACEME_run-2_sm-5.feat/stats/copeCOPENUM.nii.gz"
11209,26.6929464285714,1,0,-5.88277716848214,0.101630119803571,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11209/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11227,-12.0170535714286,1,0,5.56138465151786,-0.101131986196429,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11227/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11238,2.53294642857144,1,0,1.52591100151785,-0.0366470971964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11238/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11246,-3.09705357142857,1,0,0.970216271517856,-0.00666277119642858,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11246/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11301,-20.3870535714286,0,1,5.10437224151785,-0.0866307661964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11301/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
